"id","entrega","estado_antes","estado_revisado","natureza_pendencia","fontes","conclusao_e_aceite_restante","metodo","commit_base","commit_auditado"
"GR40","Medir utilidade","N","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; docs/graphify-benchmark.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; docs/GOVERNANCA_FECHAMENTO.md","Benchmark versionado compara dez perguntas estruturais ao arquivo recuperado pelo grafo e à busca direta; mede recuperação técnica, não entendimento humano.","npm run graph:benchmark deve aprovar 10/10 e produzir BENCHMARK.md no artefato do CI.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","eea21a860f1a86785a396c586b608e040db328fa"
"GR41","Workflow específico","I","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Workflow dedicado com versão fixa e check aprovado no commit.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR42","Permissões/artefatos","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Permissões/retencão/scanner existem; revisão de visibilidade e escopo completo de segredos pendente.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR43","Gatilhos/cache específicos","P","P","codigo_validacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Cache npm existe; gatilhos por caminhos e cache de grafo por corpus ausentes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR44","Relatório base/head","N","I","nenhuma_no_escopo_tecnico","scripts/graphify.mjs; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; docs/GOVERNANCA_FECHAMENTO.md","Em pull requests, o workflow cria um mapa da base em worktree temporário e publica comparação de nós, relações e arquivos com o head no artefato Graphify.","Teste unitário cobre a comparação; execução real do workflow produz BASE_HEAD_REPORT.md no artefato do pull request.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","eea21a860f1a86785a396c586b608e040db328fa"
"GR45","Conteúdo hostil","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Seis testes incluem scanner sintético; HTML hostil comentários e symlinks não têm matriz completa.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR46","Falhas e concorrência","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Lock e validadores existem; parser timeout disco e interrupção ainda sem simulações completas.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR47","Cobertura/precisão","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Consultas demonstram utilidade; precisão das dez perguntas/direção/aliases não certificada.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR48","Desempenho/regressões","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Geração operacional; medição controlada completa/incremental/fixture grande ausente.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR49","Recuperação/upgrade","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md","Procedimento de candidato existe; restauração e upgrade ainda sem ensaio completo.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"GR50","Publicar/acompanhar","P","P","validacao_operacao","scripts/graphify.mjs; .graphify.project.json; .github/workflows/graphify.yml; tests/graphify-tools.node.mjs; docs/GRAPHIFY.md; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Ferramenta integrada ao CI; benchmark aceites e recuperação impedem conclusão literal das 50 etapas.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC01","Primeiro orçamento sem cadastro","I","I","nenhuma_no_escopo_tecnico","src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json","Primeiro orçamento continua sem cadastro obrigatório.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC02","Entrada Meus orçamentos","I","I","nenhuma_no_escopo_tecnico","src/components/Layout.tsx; src/App.tsx; e2e/smoke.spec.ts","Entradas Meus orçamentos presentes na navegação.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC03","Tela de acesso responsiva","I","I","nenhuma_no_escopo_tecnico","src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Tela de login responsiva observada e testada.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC04","Link/código por e-mail","P","P","validacao_operacao","src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx","Código/link suportado; entrega real de autenticação não reexecutada nesta rodada.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC05","Entrada com senha","I","I","nenhuma_no_escopo_tecnico","src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Login por senha implementado e contratos cobertos.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC06","Criar senha/confirmar e-mail","P","P","validacao_operacao","src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx","Criação/confirmacão existem; e-mail real e ciclo de senha precisam aceite atual.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC07","Recuperar/redefinir senha","P","P","validacao_operacao","src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx","Recuperação/redefinição existem; expiração e recebimento reais não retestados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC08","Redirect interno restrito","I","I","nenhuma_no_escopo_tecnico","src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx","Redirecionamento restringido a destinos internos testados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC09","Callback inválido recuperável","I","I","nenhuma_no_escopo_tecnico","src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Callback inválido gera recuperação sem indexação.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC10","Sessão persistente/refresh","P","P","codigo_validacao","src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json; docs/audits/closure-review-20260912/logout.mjs","Isolamento servidor e limpeza após envio estão cobertos. R08 reproduz retenção/regravação de contato e consentimento do formulário após logout em outra aba; aceite de sessão/privacidade permanece aberto.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC11","Rejeitar secret no bundle","I","I","nenhuma_no_escopo_tecnico","src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Cliente recusa credencial secreta; guardas e testes passam.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC12","Auth no banco isolado","I","I","nenhuma_no_escopo_tecnico","src/context/CustomerAuthContext.tsx; src/lib/siteSupabaseConfig.ts; src/pages/CustomerLoginPage.tsx; src/pages/AuthConfirmPage.tsx; src/pages/SetPasswordPage.tsx; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Auth do site aponta para projeto isolado confirmado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC13","Titular opcional","I","I","nenhuma_no_escopo_tecnico","site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Titular opcional preserva pedidos de visitantes.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC14","Associar e-mail confirmado","I","I","nenhuma_no_escopo_tecnico","site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Associação limitada a e-mail confirmado e identidade; pgTAP aprovado.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC15","Associação idempotente","I","I","nenhuma_no_escopo_tecnico","site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Reivindicação idempotente sem transferência entre titulares testada.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC16","Lista por titular","I","I","nenhuma_no_escopo_tecnico","src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","RPC lista apenas pedidos da identidade e valida filtros/paginação.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC17","Detalhe do titular","I","I","nenhuma_no_escopo_tecnico","src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Servidor controla detalhe por auth.uid; B04 é estado da UI e não leitura cruzada do banco.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC18","Snapshot original","I","I","nenhuma_no_escopo_tecnico","src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Snapshot original preservado; repetição cria nova intenção.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC19","Timeline pública separada","I","I","nenhuma_no_escopo_tecnico","src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Eventos públicos separados dos internos.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC20","Eventos reais de status","I","I","nenhuma_no_escopo_tecnico","site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Eventos associados a transições persistidas; operação humana não comprovada por isso.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC21","Busca/filtros/paginação/estados","I","I","nenhuma_no_escopo_tecnico","src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json","Busca filtros paginação recuperação e vazio na lista cobertos.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC22","Detalhe completo","P","I","nenhuma_no_escopo_tecnico","src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; e2e/smoke.spec.ts","Detalhe limpa orçamento anterior na mudança de ID e apresenta recuperação se nova leitura falhar; B04 encerrado por E2E.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC23","Solicitar novamente","P","I","nenhuma_no_escopo_tecnico","src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; src/pages/ProductPage.tsx; src/components/ProductCard.tsx; src/lib/productBadges.ts; api/_lib/catalogValidation.ts; docs/audits/plan-review-20260912/simulations.json; src/lib/quoteItems.ts; src/lib/quoteItems.test.ts; e2e/smoke.spec.ts","Repetição agora consulta catálogo atual antes de substituir, preserva referências removidas como bloqueios visíveis e confirma troca de seleção existente.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC24","Versões publicadas","P","P","operacao_validacao","src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json; src/lib/customerAccount.test.ts","Metadados/versionamento e semântica de validade corrigidos; falta aceite atual do ciclo comercial de publicação/acesso/ajuste com documento controlado.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC25","Bucket PDF privado/limites","I","I","nenhuma_no_escopo_tecnico","site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Bucket privado PDF/20MB e negação cruzada cobertos localmente; sem upload real nesta revisão.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC26","URL assinada de 60 segundos","I","I","nenhuma_no_escopo_tecnico","src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","URL assinada de 60s exige autorização antes de assinar; testes negativos aprovados.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC27","Origem/UUID/bucket/host","I","I","nenhuma_no_escopo_tecnico","src/pages/CustomerAccountPage.tsx; src/pages/CustomerQuotePage.tsx; src/lib/customerAccount.ts; api/customer-proposals.ts; tests/api/customer-proposals.test.ts; site-supabase/supabase/migrations; site-supabase/supabase/tests/database/customer_portal.test.sql; site-supabase/supabase/tests/database/lead_storage.test.sql; docs/audits/plan-review-20260912/database-readonly.json","Origem UUID bucket e host controlados pelos testes da API.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC28","Noindex/analytics sem protocolo","I","I","nenhuma_no_escopo_tecnico","api/site-page.ts; api/product-page.ts; api/_lib/publicProductPage.ts; api/sitemap.ts; vercel.json; docs/audits/plan-review-20260912/http-production.json; src/lib/analytics.ts; src/lib/analytics.test.ts; scripts/check-performance-budget.mjs; src/App.tsx","Noindex na resposta inicial e UUID de orçamento redigido em analytics; antigo achado corrigido.","Revisão anterior confrontada com planos e diff; critério pendente permanece. Não representa novo teste individual desta linha.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC29","Aviso de privacidade","P","P","codigo_validacao","README.md; api/_lib/siteDatabase.ts; src/pages/AboutPage.tsx; src/pages/ContactPage.tsx; src/pages/PrivacyPage.tsx; src/pages/QuotePage.tsx; src/lib/quoteDraft.ts; src/lib/quoteBriefing.ts; src/lib/http.ts; api/_lib/contracts.ts; tests/api/lead-requests.test.ts; docs/audits/plan-review-20260912/simulations.json; src/context/CustomerAuthContext.tsx; docs/audits/closure-review-20260912/logout.mjs","Isolamento servidor e limpeza após envio estão cobertos. R08 reproduz retenção/regravação de contato e consentimento do formulário após logout em outra aba; aceite de sessão/privacidade permanece aberto.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
"AC30","Cobertura automatizada completa","P","P","codigo_validacao","e2e/smoke.spec.ts; playwright.config.ts; .github/workflows/quality.yml; docs/audits/plan-review-20260912/simulations.json; docs/EXECUCAO_CORRECOES_20260912.md; tests/api/lead-requests.test.ts; src/lib/quoteItems.test.ts; api/notifications.ts; api/_lib/leadHandler.ts; site-supabase/supabase/migrations/20260912170000_add_quote_notification_outbox.sql; docs/audits/closure-review-20260912/notifications.mjs; docs/audits/closure-review-20260912/outbox.sql; src/context/CustomerAuthContext.tsx; src/pages/QuotePage.tsx; docs/audits/closure-review-20260912/logout.mjs","Regressões B01–B07 verdes e endpoint E2E explícito. Diagnósticos desta revisão confirmam R01/R02/R03/R04/R08; cobertura de entrega real, sessão concorrente e falhas extremas ainda incompleta.","Reavaliado pelo delta de implementação, fontes atuais e evidências especificadas no relatório de fechamento.","b789e45f3171ce56a9e5eff4f8bbb3d6acc145c7","f20df4452f0d70f295154b0ba8bd9af8f8be64dd"
